Nodes:
NodeId Latitude Longitude
258495255 52,1565258 20,9875653
258495256 52,1564747 20,986525
258495257 52,1564832 20,9862198
258495258 52,1578083 20,9917491
258495259 52,1572532 20,990739
258495260 52,1569271 20,9904421
258495262 52,1562747 20,990371
258495263 52,1545649 20,9906164
258495264 52,154624 20,9946619
258495385 52,1689016 20,9785781
258495386 52,168779 20,9786422
258495387 52,1686988 20,9788151
258495388 52,1686996 20,9790526
258495389 52,1687771 20,9792195
258495390 52,1689165 20,9792851
258495391 52,1690446 20,979201
258495392 52,1691175 20,9789914
258495393 52,1690997 20,9787804
258495394 52,1690306 20,9786451
258495832 52,1687347 20,9791482
258495834 52,1684993 20,9795418
258495837 52,1682317 20,980119
258495840 52,1680889 20,9807203
258495842 52,1675617 20,9835585
258495845 52,1672163 20,985487
258495847 52,1668491 20,9855392
258495850 52,1649365 20,9858605
258495852 52,1625884 20,9862311
258495855 52,1585466 20,9866961
258495858 52,1574483 20,9868399
258495860 52,155611 20,9871173
258495960 52,1677205 20,985442
258496268 52,1564823 20,9946433
258499921 52,1565766 20,9933153
258499922 52,1563837 20,9961254
258499923 52,156513 20,9923398
258499924 52,1566457 20,992355
258499951 52,157412 20,9866233
258499958 52,1573011 20,9861894
258499973 52,1571062 20,9857944
258499974 52,1568552 20,9856996
258499975 52,1566779 20,9857803
258499976 52,156558 20,9859418
258500009 52,1575542 20,9868199
258500233 52,1486735 21,0153985
258500234 52,1472545 21,0153701
258500235 52,1460819 21,0153479
258500236 52,1452521 21,0153654
258500237 52,1448333 21,0152744
258500238 52,1443132 21,0145067
258500239 52,1439366 21,0153432
258500240 52,1431446 21,0155065
258500241 52,1423325 21,0154575
258500242 52,1415004 21,0153595
258500477 52,1569089 21,0213335
258500478 52,1568937 21,0204989
258500479 52,1568875 21,0200312
258500480 52,1568494 21,0198582
258500481 52,1567524 21,0196924
258500483 52,1566287 21,0195124
258500484 52,1565813 21,0193603
258500485 52,156565 21,0191642
258500486 52,1565433 21,0185876
258500487 52,1565487 21,018443
258500488 52,156603 21,0183487
258500489 52,156679 21,0183324
258500490 52,1569902 21,0183265
258500491 52,1577741 21,0182977
258500492 52,1585226 21,0182584
258500941 52,1565846 20,9903537
258501222 52,1693827 20,9789717
258501223 52,1710574 20,9794139
258501224 52,1720249 20,9796791
258501225 52,1726388 20,9797938
258501226 52,172816 20,9796835
258501227 52,1729768 20,9794293
258501228 52,1731326 20,9787815
258501229 52,1729662 20,9786951
258501230 52,1728418 20,9787765
258501231 52,1727634 20,9789715
258501232 52,1727703 20,9791786
258501233 52,1728488 20,97935
258501234 52,1731095 20,9793675
258501235 52,1731921 20,9792045
258501236 52,1732012 20,9789614
259410022 52,150124 20,8998654
259410023 52,1502899 20,8992492
259410024 52,1512377 20,8977564
259410025 52,1519012 20,8965952
259410026 52,1525647 20,8953393
259410027 52,1532519 20,8941071
259410028 52,1538918 20,8930407
259410029 52,1545553 20,8918796
259410030 52,15465 20,8916189
259410031 52,1547448 20,890908
259410032 52,1548396 20,8894151
259410033 52,1549472 20,8892596
259410034 52,1550637 20,8892305
259410035 52,1560052 20,8895702
259410036 52,1561993 20,8895605
259410037 52,156374 20,8894731
259410038 52,1571233 20,8888927
259410039 52,1573873 20,8888927
259410040 52,1575115 20,8889315
259410041 52,1574805 20,8889937
259410042 52,1574727 20,8891412
259410043 52,1575426 20,8894984
259410044 52,1579619 20,8907874
259410045 52,1586027 20,8919066
259410046 52,1590455 20,8931812
259410047 52,1591797 20,8933959
259410048 52,1594615 20,893718
259410049 52,1601592 20,8941607
259410050 52,1602665 20,8939863
259410051 52,1607093 20,8927653
259410052 52,1607914 20,8926944
259410053 52,1609031 20,8926429
259410054 52,1610061 20,8926859
259410055 52,1611092 20,8927374
259410056 52,1612208 20,8927202
259410057 52,1613325 20,8925828
259410058 52,1618992 20,8912861
259410059 52,162423 20,8900495
259410060 52,1626377 20,8895858
259410061 52,1626742 20,8895515
259410062 52,1627129 20,8895655
259410063 52,1627551 20,8896042
259410064 52,163536 20,8904994
259410065 52,164262 20,8913615
259410066 52,1649752 20,8922766
259410067 52,1651154 20,892438
259410068 52,1651552 20,8924294
259410069 52,1651907 20,8923914
259410070 52,1658355 20,8913476
259410071 52,1665112 20,890258
259410072 52,1671749 20,8891669
259410073 52,167775 20,8881941
259410074 52,167842 20,8881814
259410075 52,1678885 20,8882093
259410077 52,1680794 20,8885306
259410080 52,1686147 20,889415
259410081 52,1686546 20,8894463
259410082 52,1686963 20,8894433
259410083 52,168735 20,8894195
259410084 52,1688274 20,8893033
259410085 52,1695186 20,888192
259410086 52,1701971 20,8871092
259410087 52,1708767 20,8860126
259410088 52,1715254 20,8849881
259410089 52,1721998 20,883907
259410090 52,1728729 20,8828152
259410091 52,1734067 20,8819552
259410092 52,1734482 20,8819627
259410093 52,1735514 20,8820112
259410094 52,1735909 20,8819961
259410095 52,1736303 20,8819475
259410096 52,1577819 20,8889565
259410097 52,1579971 20,8889339
259410098 52,1582915 20,8887376
259410099 52,1583368 20,8887187
259411367 52,1589404 20,8882551
259411368 52,1593184 20,8874613
259411369 52,1597909 20,886384
259411371 52,1602823 20,8851743
259411372 52,1614541 20,8833977
259411373 52,1616998 20,8829441
259411374 52,1625504 20,879542
259411375 52,1631741 20,8769904
259411376 52,16376 20,8745523
259411377 52,1643081 20,8732671
259411378 52,1653098 20,8705076
259411379 52,1661036 20,8685231
259411380 52,1671999 20,8653667
259411381 52,1632751 20,8806007
259411382 52,1649217 20,8832425
259411383 52,164102 20,8793438
259411385 52,1663881 20,8774036
259411386 52,1675984 20,8764622
259411387 52,1685071 20,8771996
259411388 52,1698124 20,878223
259411389 52,1705121 20,8787242
259411390 52,1719427 20,8793194
259411391 52,1729765 20,8794134
259411392 52,1731332 20,8795074
259411393 52,1680395 20,8876614
259411394 52,1691463 20,8859291
259411395 52,1704455 20,8838479
259411396 52,1716846 20,8818149
259411397 52,1725627 20,8803954
259411398 52,1726349 20,8874929
259411399 52,1729357 20,8880223
259411400 52,1721778 20,886723
259411401 52,1716364 20,8857606
259411403 52,1713477 20,8852674
259411404 52,1696395 20,8824404
259411405 52,1684365 20,8804675
259411406 52,1675102 20,879048
259411407 52,1667464 20,8778417
259411408 52,1665678 20,8772565
259411409 52,1696329 20,8851493
259411410 52,1699198 20,8846858
259412256 52,1896568 20,8341748
259412258 52,1896092 20,8330801
259412260 52,1893712 20,8309385
259412266 52,1880862 20,8330706
259412269 52,1845168 20,8329183
259412270 52,1880006 20,8342414
259412272 52,1880101 20,8310527
259412278 52,18485 20,8314811
259412293 52,1928446 20,8361645
259412299 52,1912265 20,8358528
259412303 52,1920427 20,8360137
259544739 52,2387482 21,0514313
259544746 52,2385796 21,0514197
259544748 52,2385081 21,0514603
259544759 52,2195824 20,9850042
259565809 52,2263633 20,9958349
259568210 52,1952218 21,0490097
259568212 52,1903082 21,0472478
259568213 52,1907941 21,0467167
259568214 52,1919713 21,0454992
259568219 52,1958281 21,0413973
259568220 52,1876709 21,0490547
259568222 52,1669183 21,0340014
259568223 52,1667996 21,0335881
259568232 52,1439444 21,0645896
259568234 52,1438069 21,0641725
259568247 52,1417684 21,0630371
259568248 52,1444372 21,0641158
259568249 52,1443029 21,0637142
259568250 52,1441891 21,063399
259568251 52,1439236 21,0625716
259568252 52,1438351 21,0624805
259568254 52,1437326 21,0624653
259568255 52,1435039 21,0623641
259568256 52,1433748 21,0616829
259568257 52,1439292 21,0632614
259568259 52,1438034 21,0632082
259568260 52,1436777 21,0629501
259568261 52,1436264 21,0627224
259568263 52,1440285 21,0603589
259568264 52,1493055 21,0594109
259568971 52,1546447 21,0407642
259568976 52,1541892 21,0424349
259568978 52,1546041 21,0421962
259568979 52,1542787 21,0429785
259568980 52,1540834 21,0426073
259568981 52,1547179 21,0425807
259568982 52,1547342 21,0405786
259568983 52,1554987 21,0422944
259568984 52,1554147 21,0421214
259568986 52,1546895 21,0406726
259568988 52,1536857 21,0392672
259568989 52,1534734 21,0389716
259568991 52,1528012 21,0378761
259570088 52,2249877 21,0719804
259570089 52,2259838 21,0772529
259570090 52,2260621 21,0758819
259570091 52,2261525 21,0759639
259570092 52,2266043 21,0766688
259570093 52,2266646 21,0770294
259570094 52,2266646 21,0774228
259570095 52,2265642 21,0780621
259570096 52,226534 21,0782589
259570097 52,2263734 21,0782916
259570098 52,226283 21,0780458
259570099 52,2263232 21,0778163
259570102 52,2269256 21,077472
259570103 52,227016 21,0776032
259570104 52,2266344 21,0791932
259570105 52,226524 21,0802588
259570106 52,2274076 21,0803571
259570107 52,2274463 21,0818933
259570108 52,2274434 21,0835669
259570109 52,2277206 21,0818317
259570110 52,2284552 21,0816022
259570120 52,2319052 21,104404
259570121 52,231957 21,1048573
259570122 52,2333419 21,1053196
259570123 52,2329335 21,1090293
259570124 52,2319655 21,1046774
259570125 52,2325458 21,1040923
259644330 52,2105148 21,0066643
259650729 52,2497971 21,1052976
259650730 52,2482191 21,1037876
259650731 52,2405893 21,1127575
259650734 52,250302 21,1036498
259650735 52,2486665 21,1021553
259651736 52,2393044 21,1154441
259651737 52,2351201 21,1179404
259651738 52,2353207 21,1178085
259651739 52,2353136 21,1176606
259651740 52,235257 21,1175588
259651741 52,2350629 21,1176745
259651742 52,2371737 21,1201996
259651743 52,2371008 21,1200313
259651744 52,236553 21,1193802
259651745 52,2353031 21,1179074
259651746 52,2351138 21,117568
259651747 52,2349441 21,11152
259651748 52,2346539 21,1114307
259651749 52,2345278 21,1112659
259651750 52,2345193 21,1108951
259651751 52,2346876 21,1090957
259651752 52,234822 21,1134471
259651753 52,2348366 21,1115181
259651772 52,2331451 21,1072247
259651774 52,2330725 21,1052498
259651780 52,2330736 21,0988884
259651781 52,2342838 21,0992675
259654720 52,2480847 21,0698056
259654721 52,248095 21,0694152
259654722 52,2481054 21,0690224
259654723 52,2480009 21,0676564
259654724 52,2480218 21,0673833
259654725 52,2421986 21,0851923
259654726 52,2415538 21,0860582
259654727 52,2409544 21,0869339
259654728 52,2403584 21,0877535
259654729 52,2419058 21,0887609
259654730 52,2419843 21,0909129
259654731 52,2400668 21,0933992
259654732 52,2399511 21,0937297
259654733 52,2404137 21,0940916
259654734 52,2418205 21,0949256
259654735 52,237012 21,0868971
259654736 52,2374167 21,0867271
259654737 52,23819 21,0809567
259654738 52,236325 21,0828362
259654739 52,2386216 21,0894639
259654740 52,2377707 21,0905852
259654741 52,2376983 21,0907232
259654742 52,2369261 21,0919017
260004382 52,1322373 20,8973659
260004384 52,1320659 20,8974301
260004385 52,1319204 20,8976489
260004387 52,1323087 20,8969823
260004388 52,1323063 20,8971575
260004390 52,13237 20,8972466
260004392 52,1324633 20,8972304
260004393 52,1325138 20,8971234
260004395 52,1324918 20,896956
260004396 52,133062 20,8971683
260004398 52,1331109 20,8970413
260004399 52,1331022 20,8973192
260004400 52,1331895 20,897349
260004402 52,1332575 20,8972609
260004403 52,1332662 20,8971491
260004405 52,1332098 20,8970329
260004407 52,1350759 20,8985531
260004411 52,1350417 20,8981133
260004414 52,1338972 20,8962055
260004416 52,1335778 20,8961807
260004418 52,1332052 20,8967134
260004419 52,1328744 20,8961993
260004427 52,1325398 20,8950347
260004428 52,1323991 20,8950285
260004430 52,1318059 20,8949914
260004432 52,1317871 20,895324
260004433 52,1323877 20,8953444
260004435 52,132517 20,8953506
260004438 52,1340222 20,8921355
260004440 52,1353637 20,8943655
260004442 52,1355005 20,8942138
260004443 52,1354896 20,8931167
260004445 52,1355224 20,8915914
260004448 52,134849 20,8904942
260004449 52,1342194 20,8893346
260004451 52,1338744 20,8887459
260004452 52,1326589 20,8885586
260004454 52,1326151 20,8889778
260004456 52,1326041 20,8898609
260004457 52,1338142 20,8918233
260004459 52,1341044 20,8924566
260004460 52,1342139 20,8924477
260004462 52,1337923 20,8919749
260004464 52,1350023 20,8923852
260004466 52,1343398 20,8912435
260004468 52,1337102 20,8901463
260004470 52,1329162 20,8888886
260004471 52,1327684 20,8888083
260004473 52,1346464 20,8929294
260004475 52,1333269 20,890735
260004476 52,1327191 20,8875952
260004478 52,1331024 20,8869173
260004479 52,1354786 20,8874079
260004480 52,1365901 20,8894862
260004481 52,135621 20,8949007
260004483 52,135842 20,8958129
260004484 52,1362588 20,8960156
260004486 52,1363576 20,8957555
260004488 52,1359831 20,8953278
260004497 52,1342857 20,891146
260004499 52,1341707 20,8894197
260004515 52,1354397 20,8930475
260004517 52,135463 20,891694
260004519 52,1344062 20,8913424
260004732 52,137735 20,9000016
260054668 52,1360661 20,8942582
260054669 52,1359876 20,8941067
260054670 52,135499 20,8940925
260054672 52,1356755 20,894815
260054677 52,1356569 20,8940915
260055506 52,1335206 20,8972424
260055507 52,1338747 20,8972632
260055508 52,1347407 20,8985489
260055509 52,135035 20,8986531
260055510 52,1330514 20,8940108
260055511 52,1335078 20,8937884
260055512 52,1336955 20,8938231
260055513 52,1357047 20,8971173
260055514 52,135854 20,8990006
260055515 52,1358753 20,8989172
260055516 52,1356066 20,8985072
260055519 52,1325176 20,8961196
260055529 52,132575 20,8971203
260055573 52,1351877 20,8990462
260055575 52,1349147 20,8988238
260055858 52,1324462 20,8974781
260055859 52,1325152 20,897547
260055860 52,1326153 20,897605
260055861 52,1329292 20,897605
260055862 52,1329315 20,8972859
260055863 52,1325641 20,8972641
260055864 52,132433 20,897344
260055869 52,1329292 20,8973192
260056568 52,2051046 21,0017945
260056853 52,1380863 20,901009
260056854 52,1384781 20,9014782
260056855 52,1386881 20,9013821
260058112 52,1900565 21,0598251
260058113 52,1891546 21,0578965
260058114 52,1898255 21,0551337
260058115 52,189831 21,0546045
260058117 52,1896826 21,0540394
260058118 52,1893361 21,0531424
260058119 52,1857227 21,0622164
260058120 52,1879852 21,0593891
260058121 52,1888488 21,0612045
260058122 52,1885277 21,0605467
260058123 52,1880869 21,0610515
260058124 52,188319 21,0615757
260058125 52,1883057 21,0618235
260059755 52,1760399 21,0067155
260059757 52,1760195 21,0081333
260059758 52,1743828 21,0082501
260059759 52,174393 21,0092843
260059760 52,175166 21,0092536
260059762 52,175166 21,0075455
260059763 52,1752408 21,009315
260059765 52,171932 21,0060189
260059766 52,1726046 21,0070216
260059768 52,174094 21,0046714
260059769 52,1740556 21,0061129
260059770 52,1764577 21,0044207
260059773 52,1761406 21,0046714
260059774 52,175247 21,0046871
260060147 52,1719808 21,0130332
260060148 52,1706647 21,0123713
260060149 52,1692502 21,0157005
260060150 52,1712613 21,0164626
260060151 52,1697114 21,0128226
260131689 52,1376413 21,2354726
260131690 52,1497616 21,2236894
260131691 52,1373977 21,2349481
260131692 52,1488624 21,2234084
260131694 52,1675394 21,2048064
260131695 52,1742834 21,1980624
260131696 52,1838741 21,1885187
260131697 52,1933877 21,1789485
260131698 52,1837995 21,1894309
260131699 52,1835372 21,1933152
260131700 52,1830126 21,2000346
260131701 52,1829016 21,2030917
260131702 52,1822508 21,2192664
260131703 52,185743 21,2194252
260131704 52,1858224 21,2246635
260131705 52,191537 21,226489
260131706 52,1916163 21,2212507
260131707 52,1858224 21,2207744
260131708 52,1822017 21,1911581
260131709 52,1685041 21,2048008
260132250 52,1558739 21,2175234
260132465 52,1557686 21,2164935
260132893 52,1953778 21,1697744
260132894 52,1934563 21,1592061
260132895 52,1924407 21,1583492
260132896 52,1904149 21,1497661
260132897 52,1882133 21,1494613
260144118 52,1921513 21,1580917
260144119 52,1912042 21,1526843
260144120 52,1904939 21,1496803
260144121 52,1900466 21,1407968
260145253 52,1931247 21,1791803
260145375 52,1931089 21,1791374
260145376 52,1932825 21,1706573
260146088 52,1810217 21,1913253
260146089 52,1848634 21,1874286
260146406 52,1794007 21,1868621
260149349 52,1437514 21,0438876
260149350 52,1428861 21,042591
260151000 52,1467493 21,0431003
260151001 52,1468273 21,0436011
260151003 52,1468571 21,043788
260151004 52,1469121 21,0437767
260151006 52,1470464 21,0437115
260151007 52,1465337 21,0436534
260151008 52,1467172 21,0436198
260151009 52,1467401 21,0438216
260151011 52,1465612 21,0438403
260151012 52,1458159 21,0433544
260151014 52,1458572 21,0437543
260151015 52,1458801 21,0439561
260151016 52,1459329 21,0440159
260151017 52,1460292 21,0448979
260151018 52,146403 21,0436459
260151019 52,1459374 21,0437506
260151020 52,1464168 21,0439075
260151021 52,1459764 21,0440085
260151022 52,1467906 21,0436048
260151023 52,1457482 21,0439906
260151024 52,145632 21,0440939
260151025 52,1455157 21,0441413
260151030 52,1448499 21,0435859
260151031 52,144982 21,0449507
260151032 52,1450663 21,0452112
260151033 52,1452945 21,0451616
260151034 52,1455532 21,0450252
260151035 52,1465462 21,0448578
260151036 52,1469267 21,0446099
260152896 52,1435008 21,0439691
260152897 52,143566 21,0444392
260152898 52,1444733 21,0441738
260152900 52,1445618 21,04497
260152901 52,1439941 21,045023
260152902 52,1430864 21,0462878
260152904 52,1432748 21,0466822
260152905 52,1477538 21,0494968
260152906 52,147228 21,0485793
260152908 52,1471489 21,0484428
260152909 52,1469209 21,048731
260152911 52,1476979 21,047821
260152912 52,1477398 21,0474874
260152913 52,1481074 21,0468884
260152915 52,1471522 21,0452199
260152916 52,1464556 21,0496788
260152917 52,1457762 21,0505963
260152919 52,1454273 21,0497774
260152920 52,145753 21,0493982
260152921 52,1462229 21,0492314
260152923 52,1459251 21,0484049
260152924 52,1457576 21,0479803
260152925 52,1454319 21,0456979
260152931 52,1472673 21,0485259
260152936 52,1471839 21,0486424
260152941 52,1466211 21,0494334
260152946 52,1480587 21,0469707
260152950 52,1475415 21,0458545
260152952 52,1474979 21,0457788
260152953 52,1469819 21,0467046
260152954 52,1467487 21,047116
260152955 52,1464989 21,0474157
260152956 52,146304 21,0476751
260152957 52,1461339 21,0477243
260152958 52,1460516 21,0474828
260152959 52,1460241 21,0467716
260152960 52,1459528 21,0463199
260152961 52,1460872 21,0460069
260152962 52,1463068 21,0460113
260152963 52,1464934 21,0461187
260152964 52,1466444 21,0462439
260152966 52,1440345 21,048833
260152967 52,1441569 21,0486792
260152968 52,1445415 21,0494142
260152970 52,1436918 21,0476991
260152971 52,1435485 21,0473116
260152972 52,1439576 21,0467646
260152974 52,1441814 21,0465481
260152975 52,1444087 21,0462461
260152976 52,1444926 21,0460581
260152978 52,1435904 21,0478302
260152979 52,1443143 21,0489641
260152981 52,1447618 21,0484569
260152982 52,1452374 21,048098
260152984 52,1454157 21,0480125
260152985 52,1453073 21,0476478
260152986 52,1454786 21,0473458
260152988 52,1456762 21,0472242
260152990 52,143589 21,0474028
260152993 52,1436562 21,0477447
260152994 52,1441149 21,0487247
260152998 52,1443583 21,0489116
260153607 52,147826 21,0463474
260153613 52,1445893 21,049481
260154004 52,1434151 21,0445341
260154005 52,1428019 21,0450308
260154156 52,1455627 21,046221
260456578 52,1561033 21,0269182
260456579 52,156372 21,0270258
260456580 52,1566958 21,0272402
260456581 52,1571005 21,0269846
260809198 52,237918 21,0177207
260815106 52,1982789 20,9842116
260815108 52,1984828 20,9843114
260815111 52,1966761 20,9879076
260815113 52,1965032 20,9878439
260815115 52,1969242 20,9857837
260815117 52,1961892 20,989515
260815119 52,1968434 20,9857456
260815121 52,1965045 20,9858783
260815123 52,1929935 20,9846509
260815124 52,1952981 20,9889744
260815126 52,1944508 20,988499
260815128 52,1938476 20,9881894
260815130 52,1917259 20,9872052
260815133 52,1941932 20,9829923
260815134 52,1941458 20,9831139
260815136 52,1940712 20,9832024
260815137 52,1939628 20,9831582
260815139 52,1936442 20,9830476
260815141 52,1935358 20,9830365
260815142 52,1934341 20,9831471
260815144 52,1932917 20,983711
260815145 52,1931019 20,9843081
260815147 52,1927359 20,9852259
260815150 52,1919157 20,9864423
260815151 52,1912446 20,9893836
260816774 52,1889482 21,00191
260816775 52,1889489 21,0019999
260816782 52,1898275 21,02434
260816784 52,189904 21,0244429
260816785 52,1899175 21,0245016
260816786 52,1889566 21,007436
260816787 52,1890114 21,011746
260816788 52,189014 21,0138046
260816790 52,1890662 21,0169412
260816791 52,1890781 21,0173071
260816792 52,1895698 21,022052
260818048 52,1859965 20,9883215
260818049 52,1868584 20,9882725
260818957 52,1808664 20,9906847
260818968 52,1794837 20,9973831
260821501 52,1653023 21,0156772
260821502 52,1650613 21,0156827
260821503 52,1651884 21,0063071
260821504 52,1650575 21,0069453
260821506 52,1649689 21,0075248
260821508 52,1649789 21,0080426
260821509 52,1650483 21,0084956
260821510 52,1670348 21,0083513
260821511 52,1669396 21,0084859
260821512 52,1667681 21,008372
260821514 52,16673 21,0078336
260821515 52,1638145 21,006301
260821516 52,1655584 21,0045575
260821517 52,1655584 21,0123281
260821518 52,1655336 21,0119167
260821520 52,1654457 21,0123607
260821521 52,1652884 21,012408
260821522 52,1655741 21,0155963
260821523 52,1655742 21,0160306
260821525 52,1650333 21,0125568
260821813 52,1639451 21,0181431
260821818 52,1641143 21,0181858
260821819 52,1642428 21,0183098
260821820 52,1642784 21,0191685
260824004 52,1610511 21,0210488
260824017 52,1585487 21,0212266
260824018 52,1653085 21,0205418
260824039 52,1649483 21,0207451
260824061 52,1631953 21,0207903
260824074 52,1618788 21,0209146
260824075 52,1647058 21,0207451
260824102 52,1623456 21,0248737
260824103 52,1622397 21,0247202
260824104 52,1622397 21,0244516
260824105 52,1624456 21,0240102
260824107 52,1627811 21,0237896
260824111 52,1632342 21,0230988
260824113 52,1633402 21,0227726
260824115 52,1632283 21,0224465
260824117 52,1625221 21,0217749
260824118 52,1621043 21,0217941
260824119 52,1617865 21,0212856
260824134 52,16427 21,0207579
260824135 52,1581746 21,0212543
260824136 52,1581659 21,0219192
260824137 52,1580792 21,0221102
260824138 52,1577667 21,0221455
260824140 52,1576235 21,0220111
260824141 52,1573892 21,0220677
260824142 52,1572981 21,0221526
260824143 52,1564838 21,0222095
260824144 52,1562274 21,0213754
260825689 52,1556871 21,0214167
260825704 52,1538756 21,0309572
260825715 52,1580156 21,0315657
260825716 52,1578491 21,0312746
260825718 52,1570884 21,0302246
260825721 52,1569842 21,0302286
260825722 52,1567417 21,0307693
260825724 52,1561489 21,0317497
260825726 52,1557339 21,0324212
260825728 52,1567035 21,0326269
260825735 52,1568487 21,0328747
260825737 52,1570698 21,0332577
260825751 52,1573973 21,0317562
260825753 52,1577489 21,0311919
260825754 52,1567806 21,0327526
260825756 52,1564831 21,0332728
260827541 52,1517296 21,0414912
260827544 52,1559841 21,0270004
260827547 52,1574549 21,0265194
260829835 52,1489979 21,0446592
260832104 52,1466624 21,0537924
260832107 52,1467079 21,053564
260832109 52,1461056 21,0522802
260832112 52,1459844 21,0522678
260832115 52,1457647 21,0524468
260832119 52,144939 21,0530641
260832121 52,1450375 21,0529345
260832123 52,1449314 21,0527987
260832125 52,1443329 21,0534159
260832127 52,1428897 21,0549899
260832129 52,1447761 21,0529838
260832134 52,1450434 21,051263
260832135 52,1442798 21,0523473
260832140 52,1430361 21,0536717
260832142 52,1412509 21,0555632
260832144 52,1432481 21,0541932
260832147 52,1431108 21,0538557
260839842 52,140267 21,0565361
260839844 52,1396062 21,054438
260839847 52,1413197 21,0557923
260839849 52,1414648 21,0553167
260839851 52,1409396 21,0534247
260839853 52,1402751 21,0612839
260839856 52,1399958 21,0611296
260839858 52,1386548 21,0589263
260839861 52,139312 21,0599871
260839863 52,1397588 21,0577858
260839867 52,140624 21,0610669
260839875 52,142894 21,0588004
260839878 52,1423667 21,0596867
260839880 52,1436619 21,0597059
260839882 52,1440944 21,0593413
260839884 52,1444474 21,0588147
260839886 52,1447507 21,0584177
260839889 52,1449893 21,0578425
260839891 52,1453274 21,0575184
260839892 52,143294 21,0617556
260839895 52,143821 21,061391
260839896 52,144338 21,0598436
260839899 52,1453473 21,0590091
260839902 52,1452081 21,0585311
260839904 52,1444673 21,0595438
260839905 52,1444872 21,0597059
260839908 52,144338 21,0611237
260839911 52,1432542 21,0624847
260839913 52,1434779 21,0622741
260839914 52,1429807 21,0626954
260839916 52,1437762 21,0596086
260839918 52,142926 21,0615449
260839921 52,1446811 21,0633435
260839923 52,1441541 21,062428
260839925 52,1447001 21,0633828
260839927 52,1448004 21,0636433
260839929 52,1417029 21,0640403
260839932 52,1424388 21,0634407
260839934 52,1422946 21,0626063
260845767 52,1566866 21,0436798
260845809 52,1563026 21,0439718
260845811 52,15649 21,0436498
260845813 52,1792521 21,0442673
260845815 52,1791793 21,0441055
260845818 52,1787965 21,0440626
260845820 52,1786883 21,0441769
260845826 52,1798112 21,0441868
260848902 52,1976038 21,0508207
260857519 52,2014601 21,076358
260857524 52,2010558 21,0766145
260857527 52,200427 21,0776221
260857530 52,1992256 21,0796923
260857535 52,1985182 21,0817442
260857539 52,197822 21,0841808
260857542 52,1946103 21,0881217
260857575 52,2077532 21,0752116
260857579 52,2079377 21,0755773
260857584 52,2078982 21,0764592
260857586 52,2079773 21,0771046
260857590 52,2085309 21,0777068
260857593 52,2087418 21,0777284
260857596 52,2085177 21,0792986
260857600 52,2089132 21,0772766
260857604 52,2092163 21,0767389
260857606 52,2100863 21,0758569
260857608 52,2107321 21,0752977
260857610 52,2119052 21,073964
260857612 52,2125247 21,0730606
260857614 52,2132519 21,056655
260857616 52,2122901 21,061962
260857619 52,2122233 21,0627971
260857622 52,2125938 21,0745379
260857624 52,2083741 21,0798576
260857626 52,1932945 21,0840349
260857628 52,1935737 21,0842171
260857630 52,1937971 21,0845663
260857631 52,1939367 21,0851281
260857634 52,1936761 21,0893186
260857635 52,1933689 21,0907761
260857637 52,1947557 21,0957865
260857639 52,1948395 21,0964849
260857640 52,1947735 21,0967085
260857643 52,194543 21,0969144
260857645 52,1945539 21,0977025
260857646 52,1946582 21,0993234
260857648 52,1947461 21,1003533
260857652 52,1948998 21,1003981
260857662 52,2132541 21,0562646
260857668 52,2124792 21,0502251
260857672 52,2123323 21,0497672
260857673 52,2114639 21,0475869
260857675 52,2136816 21,0567443
260857677 52,2154316 21,057551
260857680 52,2196149 21,0550027
260857682 52,2177868 21,0603377
260857684 52,2177314 21,0608802
260857686 52,217362 21,0623571
260857687 52,2164756 21,0651602
260857690 52,2161617 21,0671797
260857693 52,2134777 21,0812452
260857694 52,2135004 21,0809119
260857700 52,2121048 21,0785415
260857703 52,2139316 21,0802452
260857717 52,2158945 21,0695044
260857719 52,2159172 21,0707451
260857722 52,2163484 21,0723933
260857726 52,2164505 21,0730229
260857728 52,2165186 21,0737452
260857730 52,2165072 21,0772267
260857732 52,2162576 21,0788378
260857735 52,2161215 21,0795785
260857737 52,2159513 21,0809119
260857738 52,2158038 21,0816897
260857740 52,2154861 21,0725785
260857742 52,2145557 21,079523
260857746 52,2173241 21,0731896
260857748 52,2157924 21,0792637
260857749 52,2153613 21,0795415
260857752 52,2136252 21,0806526
260857754 52,2133643 21,0806341
260860876 52,2469627 21,1352159
260860878 52,2495766 21,1327559
260860879 52,2503126 21,1324234
260860883 52,2474311 21,1340221
260865236 52,2292567 21,0961712
260865238 52,2292207 21,0965826
260865240 52,2294079 21,0969823
260865242 52,2292135 21,0994977
260865245 52,228652 21,0993449
260865246 52,2308262 21,0991568
260865248 52,2306678 21,0991216
260865250 52,2297247 21,0989335
260865251 52,2295375 21,0990275
260865253 52,2292567 21,0989335
260865255 52,2285872 21,1015782
260865257 52,2288823 21,1010845
260865258 52,2291559 21,1011668
260865260 52,2296239 21,1016723
260865262 52,2299191 21,1017545
260865264 52,2300271 21,1016605
260865266 52,2302143 21,0990393
260865267 52,2301927 21,0974289
260865269 52,2302575 21,0963828
260865273 52,2302215 21,0962417
260865275 52,2298399 21,09556
260865276 52,2295911 21,0953779
260865279 52,2289327 21,0950428
260865284 52,2217397 21,092786
260865286 52,2219053 21,0929035
260865289 52,2241303 21,0939967
260865290 52,2242095 21,0940907
260865292 52,2242095 21,0942435
260865296 52,2236911 21,0967002
