Nodes:
NodeId Latitude Longitude
26308868 52,1766625 21,0025851
26308869 52,1712744 21,0190922
26308870 52,1713319 21,0187349
26308871 52,1711915 21,0157413
26308872 52,1712394 21,0151751
26308873 52,1725579 21,0114484
26308874 52,1713845 21,0181083
26311015 52,1685451 21,0121987
26311017 52,1678101 21,014306
26311018 52,1671889 21,0163488
26311020 52,1669573 21,0168637
26311022 52,1668099 21,0170955
26311023 52,1660202 21,0176791
26311024 52,1643953 21,0176038
26311025 52,1618437 21,0175671
26311026 52,1665887 21,0173272
26311027 52,166236 21,0175847
26311028 52,1674469 21,015499
26311029 52,1975108 20,9882768
26311030 52,1966328 20,9928465
26311032 52,196063 20,9965664
26311034 52,195408 21,0013295
26311036 52,1956645 21,0013103
26350113 52,224992 21,0034021
26385830 52,1327984 21,0161857
26385831 52,1323716 21,0178165
26385832 52,195481 21,0083498
26385833 52,1957288 21,0104991
26386054 52,1866897 21,0019256
26386055 52,1790328 21,0021193
26386056 52,1856651 21,0022748
26386057 52,1856575 21,0019214
26386058 52,183285 21,0019946
26386059 52,178063 21,0018815
26386060 52,1783896 21,0019988
26386061 52,1782217 21,0018837
26386062 52,1776875 21,0019903
26386063 52,1770162 21,0021466
26386066 52,1751019 21,0024439
26386068 52,174091 21,0027086
26386070 52,1735567 21,0029726
26386071 52,1728841 21,0034795
26386073 52,172213 21,0041625
26386075 52,1716383 21,0050526
26386076 52,1704859 21,0075412
26386081 52,1687609 21,0112413
26386082 52,1736911 21,0032138
26386083 52,171767 21,0052385
26386085 52,1981086 20,9876722
26386087 52,1982813 20,9877207
26386088 52,1981177 20,9885178
26386090 52,1981025 20,9886572
26386091 52,1990481 20,9901392
26386092 52,1834184 21,0200458
26386093 52,1798948 20,9937383
26405528 52,1708497 21,003905
26405529 52,1775164 20,9887936
26405530 52,1810035 20,9907624
26405531 52,1812335 20,9896487
26405532 52,1813555 20,9893797
26405533 52,1824892 20,988703
26405534 52,1855011 20,9885947
26405552 52,1529606 21,0174606
26405553 52,1777572 21,0216737
26405554 52,1732637 21,0201425
26405556 52,166749 21,0177462
26405557 52,1795323 21,0220698
26405558 52,1658196 21,0175103
26405559 52,1641789 21,0174885
26405560 52,1616539 21,0171761
26405561 52,165598 21,0170543
26405562 52,1661939 21,0169667
26405563 52,166394 21,0166234
26405564 52,1670257 21,0150699
26405565 52,1662887 21,016838
26405566 52,1510772 21,0178221
26405567 52,1424164 21,0178724
26405568 52,1323137 21,0181083
26405569 52,1277219 21,0179559
26405570 52,126502 21,0179967
26405571 52,1277192 21,0182113
26458745 52,1774081 21,0137165
26458746 52,1760765 21,0132389
26458747 52,1743408 21,0123728
26458748 52,1779507 21,0028225
26458749 52,1779365 21,0039959
26458750 52,1781197 21,0045073
26458751 52,1779581 21,0068559
26458752 52,1782216 21,0082897
26458753 52,1787612 21,0100214
26458754 52,1794264 21,0118959
26458755 52,1797555 21,0136053
26458756 52,1798368 21,0140622
26458757 52,1779929 21,0021135
26458758 52,1805662 20,9905251
26459045 52,1277356 21,0167045
26459046 52,126502 21,0167092
26485601 52,166215 21,0297126
26485602 52,1665456 21,0318275
26485603 52,1682737 21,0376996
26485604 52,1695895 21,0400466
26485605 52,1719688 21,0429477
26485606 52,1731058 21,0438403
26485607 52,1738533 21,0441665
26485608 52,1746955 21,0443725
26485609 52,1811448 21,0452501
26485610 52,1874472 21,0462687
26485611 52,1887208 21,046594
26485612 52,1901425 21,0471686
26485613 52,1919442 21,0452418
26485614 52,1913701 21,0431006
26485615 52,1900173 21,0445649
26485616 52,2067438 21,0310502
26485617 52,2134106 21,0209763
26485618 52,2094338 21,025704
26485619 52,2109566 21,0246946
26485621 52,2122219 21,0234779
26485622 52,2132075 21,0219104
26485623 52,2136341 21,0221113
26485624 52,2138032 21,0218585
26485625 52,2138183 21,021449
26485626 52,2083251 21,0270907
26485627 52,2069589 21,0294647
26485628 52,1662271 21,0182685
26485631 52,1660883 21,022657
26485636 52,1659316 21,020551
26485642 52,1653961 21,0189257
26485647 52,1649172 21,0182513
26485649 52,163866 21,0177104
26485650 52,1626686 21,0175904
26485651 52,1792483 21,0212411
26485652 52,1795904 21,0204086
26485653 52,1798903 21,0194387
26485654 52,1799903 21,0185289
26485655 52,1799009 21,0207175
26485656 52,1799851 21,0165462
26485657 52,1786981 21,0136791
26485658 52,1792475 21,0137457
26485659 52,1794914 21,0137094
26485660 52,1795681 21,0135053
26485661 52,1792064 21,0119906
26485662 52,1788763 21,0121968
26485663 52,1842827 21,0200658
26485664 52,1834129 21,0203717
26485665 52,1823631 21,0207077
26485669 52,1798272 21,0217132
26485670 52,2183993 21,0144203
26485673 52,2179495 21,0150337
26486134 52,1664435 21,0182902
26486135 52,1667625 21,0166698
26486136 52,1675974 21,0144859
26515323 52,1793444 20,9973021
26515330 52,179017 20,9996201
26515338 52,1788395 21,0005949
26515346 52,1787356 21,0012079
26515352 52,1784948 21,0019167
26515362 52,1781826 21,0021825
26515369 52,1776993 21,002302
26515375 52,1772721 21,0023432
26515383 52,1766064 21,0024368
26515496 52,1807457 20,9906225
26515498 52,1818553 20,9846461
26515499 52,1820848 20,9845207
26515501 52,1823857 20,9825024
26515503 52,1827699 20,9816391
26515504 52,182612 20,9816293
26515506 52,1828927 20,9802805
26515507 52,1832663 20,9789773
26515509 52,183392 20,9785122
26515511 52,1837796 20,9787076
26515513 52,1815929 20,9782963
26515515 52,1744446 20,9793389
26515517 52,181647 20,9779681
26515518 52,1739625 20,9793038
26515520 52,1734675 20,9789925
26515522 52,1730188 20,978538
26515523 52,172255 20,9769678
26515525 52,1721815 20,9761614
26515526 52,173189 20,9730208
26515530 52,1744673 20,9796382
26519267 52,1665789 21,0161339
26780284 52,1616039 21,0212474
26780285 52,1614079 21,0213251
26780286 52,1615487 21,0213868
26780287 52,1613952 21,0211953
26780288 52,161495 21,0210625
26909485 52,1077933 20,9798619
26909486 52,1081242 20,9802112
26909487 52,110863 20,9845492
26909488 52,1114512 20,9869388
26909489 52,1098153 20,9969015
26909490 52,1105138 21,0092539
26909491 52,1104035 21,0114596
26909492 52,1112518 21,0183519
26909494 52,1112704 21,0186769
26909509 52,1936483 20,9912855
26909510 52,1932133 20,9928327
26909512 52,1927472 20,9924926
26909513 52,1918802 20,9929564
26909514 52,1905266 20,9926995
26909515 52,191547 20,9929776
26966280 52,1089439 21,0479707
26966281 52,1123798 21,0446494
26966282 52,1131459 21,0431675
26966283 52,1125431 21,0409822
26966284 52,1121412 21,0411581
26966285 52,1112495 21,0377546
26966286 52,1132841 21,031538
26966287 52,1083987 21,0306338
26966288 52,1083113 21,0187494
26966289 52,1733711 21,0194372
26966290 52,1739607 21,0160771
26966291 52,1710055 21,0105925
26966292 52,1711115 21,0100839
26966293 52,1712489 21,0074227
26966294 52,172082 21,0056773
27166828 52,2220264 21,2691789
27166829 52,2223145 21,262177
27166830 52,2225066 21,2558543
27166831 52,2226987 21,2503676
27166832 52,2228267 21,2470234
27166833 52,2229547 21,2431044
27166834 52,2230508 21,2394989
27166835 52,2232108 21,2367817
27166836 52,2232959 21,2329371
27166837 52,2234669 21,229259
27166838 52,223627 21,2245021
27166839 52,223723 21,2197992
27166843 52,223883 21,2157235
27166844 52,2240751 21,2109684
27166846 52,2242671 21,205116
27166850 52,2244912 21,1980095
27166853 52,2247793 21,1892309
27166859 52,2251634 21,1785711
27166869 52,2255475 21,1703673
27166872 52,2257075 21,1654555
27166874 52,2258676 21,1614842
27166879 52,2259316 21,1590805
27166881 52,2260596 21,1554228
27166882 52,2261236 21,1525488
27166883 52,226219 21,1483026
27166884 52,2262779 21,1463507
27166885 52,2264059 21,1455382
27166886 52,2265921 21,1446671
27166887 52,227078 21,1433589
27166888 52,2279022 21,1413615
27166889 52,2286172 21,1398458
27166890 52,2300742 21,1366078
27166891 52,2308255 21,1348464
27166892 52,2312564 21,1338618
27166893 52,2315483 21,1331539
27166894 52,2319329 21,1322626
27166895 52,2324047 21,1311549
27166896 52,233205 21,1292656
27166897 52,2335088 21,1285775
27166898 52,2341102 21,1271927
27166899 52,234933 21,1254572
27166900 52,235582 21,1240613
27166901 52,2359964 21,123175
27166903 52,2363739 21,1223501
27166904 52,2366747 21,1216515
27166906 52,2372322 21,1203786
27166908 52,2363161 21,1193024
27166912 52,2352197 21,1179865
27166916 52,2351817 21,1175302
27166918 52,2352165 21,1134743
27166920 52,2341223 21,1133598
27166922 52,2329166 21,1131799
27166924 52,2330637 21,1116909
27166926 52,2333515 21,1090486
27166928 52,2334566 21,108156
27166938 52,2338561 21,1046283
27166940 52,2339665 21,1035469
27166942 52,2344396 21,0994871
27166944 52,2347918 21,0963714
27166946 52,2351124 21,0934875
27166949 52,2357958 21,089462
27166951 52,2360376 21,0876424
27166955 52,2360744 21,0855482
27166957 52,2359009 21,0839946
27166959 52,2356696 21,0821579
27166961 52,2353859 21,0802007
27166963 52,2352693 21,0794799
27166965 52,2330256 21,0755575
27166969 52,2323317 21,0743816
27166971 52,2308335 21,0719612
27166973 52,2292101 21,065723
27166975 52,2281445 21,0616203
27166977 52,2268633 21,0567909
27166979 52,2257101 21,0512059
27166981 52,22446 21,0450442
27166983 52,2236163 21,041078
27166986 52,2215304 21,0340513
27166988 52,220761 21,0309609
27166991 52,217755 21,0196964
27166993 52,2175749 21,0188229
27166995 52,2173794 21,0177356
27166998 52,2169582 21,0121196
27167000 52,2168988 21,0072098
27167002 52,2168762 21,0058148
27167004 52,2168456 21,00458
27167006 52,2167724 21,0007507
27167008 52,2167523 21,0003374
27167010 52,2166659 20,9986115
27167012 52,2165744 20,9968215
27167014 52,2163503 20,9931507
27167016 52,2162223 20,9909371
27167018 52,2161543 20,9896158
27167021 52,2161384 20,9884217
27167023 52,2161705 20,9876641
27167025 52,2161545 20,9869412
27167027 52,2160984 20,9854694
27167029 52,2160584 20,9849599
27167032 52,2160077 20,9841107
27167034 52,2159544 20,9831702
27167036 52,2159463 20,9823995
27167038 52,2159383 20,9821644
27167040 52,2160264 20,9816418
27167042 52,2161868 20,9812472
27167044 52,2163078 20,9809468
27167046 52,216455 20,9804575
27167048 52,2167127 20,979728
27167051 52,2171281 20,978492
27167053 52,2175646 20,9772389
27167059 52,2188634 20,9732649
27167064 52,2194944 20,9711621
27167066 52,2194786 20,9708359
27167068 52,2193892 20,9703724
27167071 52,2188752 20,9691619
27167072 52,2179506 20,966347
27167073 52,2175909 20,9652397
27167074 52,2168021 20,9626648
27167075 52,2157374 20,9592978
27167076 52,2138393 20,9552463
27167077 52,2131139 20,9541763
27167078 52,2114062 20,9516367
27167079 52,2108173 20,9507601
27167080 52,2095446 20,948786
27167081 52,2089187 20,9478075
27167082 52,2081285 20,9467061
27167083 52,2066517 20,9444258
27167084 52,2058509 20,9432239
27167085 52,2045549 20,9413476
27167086 52,204118 20,9406966
27167087 52,203085 20,9391211
27167088 52,2024487 20,9382138
27167089 52,2015985 20,9369198
27167090 52,2006928 20,9356191
27167091 52,199676 20,934094
27167092 52,1985906 20,9324176
27167093 52,2005197 20,9355802
27167094 52,2007779 20,9359809
27167095 52,2009801 20,9363735
27167096 52,2010552 20,936564
27167097 52,2011707 20,9366925
27167098 52,2012558 20,9367264
27167099 52,2014803 20,9361283
27167100 52,2014368 20,9359067
27167101 52,2012674 20,9356718
27167102 52,2011308 20,9357096
27167103 52,2010311 20,935997
27167104 52,2025752 20,9379062
27167105 52,2016989 20,9366823
27167106 52,2007857 20,9353729
27167107 52,1998163 20,9338749
27167108 52,2031967 20,9388453
27167109 52,2041627 20,9403112
27167110 52,2046572 20,9410544
27167111 52,2059533 20,9429856
27167112 52,2067475 20,9441684
27167113 52,2081904 20,9463236
27167114 52,2089806 20,9475448
27167115 52,2096421 20,948584
27167116 52,2109225 20,9505713
27167117 52,2115924 20,9514263
27167118 52,2132455 20,9539786
27167119 52,2141243 20,9552814
27167120 52,2158767 20,9591833
27167121 52,216928 20,9625352
27167122 52,2178334 20,965095
27167123 52,2152203 20,9573267
27167124 52,2151517 20,9575093
27167127 52,1987377 20,932164
27167128 52,1973523 20,9300198
27167129 52,1965988 20,928894
27167130 52,1972494 20,9303146
27167131 52,1964725 20,9291613
27167132 52,2014046 20,9365321
27167133 52,2014787 20,9370083
27167134 52,2018784 20,937515
27167135 52,202043 20,9369638
27167136 52,2017219 20,9364842
27167137 52,2009413 20,9353999
27167138 52,2007141 20,9350978
27167139 52,2009982 20,9367999
27167140 52,2009222 20,9371689
27167141 52,2008498 20,9374907
27167142 52,2009497 20,9376623
27167143 52,2010486 20,9372812
27167144 52,2011254 20,9369225
27167145 52,2011937 20,9373714
27167146 52,2155823 20,9630884
27167147 52,2150431 20,9648318
27167148 52,2157924 20,9615091
27167149 52,2159378 20,9608023
27167150 52,2164406 20,9603114
27167151 52,2167715 20,9601968
27167152 52,2171061 20,960049
27167153 52,2176205 20,9600354
27167154 52,2200162 20,9597806
27167155 52,2224455 20,9583256
27167156 52,2232342 20,9580898
27167157 52,2260924 20,9574001
27167160 52,2277351 20,9558185
27167161 52,2276111 20,9539043
27167162 52,2274645 20,9517143
27167163 52,2271498 20,9496218
27167164 52,2141981 20,9672252
27167165 52,2138224 20,9683579
27167166 52,212632 20,9717819
27167167 52,2119325 20,9738097
27167168 52,2115758 20,9748617
27167169 52,2110751 20,9762604
27167170 52,210595 20,9777595
27167173 52,2191255 20,9687818
27167174 52,2263126 20,9446344
27167175 52,2257594 20,9396617
27167176 52,2253162 20,9373065
27167177 52,2248201 20,9355816
27167178 52,2240359 20,9327428
27167183 52,220647 20,9190874
27167184 52,2199616 20,9162034
27167185 52,2196452 20,9148017
27167186 52,2187808 20,9109349
27167187 52,2182526 20,9089754
27167188 52,2179004 20,9074601
27167189 52,2171001 20,9038284
27167190 52,2165238 20,8987337
27167191 52,2162837 20,894475
27167192 52,2163157 20,8925155
27167193 52,2162997 20,888701
27167194 52,2163638 20,8850694
27167195 52,2163798 20,8790863
27167196 52,2164438 20,8749844
27167197 52,2163157 20,8678257
27167198 52,2156594 20,8570353
27167199 52,2152752 20,850582
27167200 52,2148911 20,8438151
27167201 52,2142667 20,838433
27167202 52,2131462 20,831222
27167559 52,1962683 20,9288487
27167561 52,1959037 20,928286
27167565 52,1956453 20,9305323
27167567 52,1959512 20,9279107
27167571 52,1958127 20,927747
27167572 52,1957203 20,9284102
27167575 52,1953855 20,9312724
27167576 52,1951605 20,9324178
27167577 52,1955134 20,931426
27167578 52,1952914 20,9325291
27167579 52,194979 20,9338351
27167580 52,1947217 20,934919
27167581 52,1943819 20,9365892
27167582 52,1942685 20,9373288
27167583 52,1939189 20,9393958
27167584 52,1948543 20,9337586
27167585 52,1945976 20,9348211
27167586 52,1942736 20,9364793
27167587 52,1941393 20,9373187
27167588 52,1937903 20,9393576
27167589 52,1933267 20,9417988
27167590 52,1929942 20,9435362
27167591 52,1926937 20,9451822
27167592 52,1923719 20,9469396
27167593 52,1920325 20,9486969
27167594 52,1917313 20,9502577
27167595 52,193463 20,9418717
27167596 52,1931239 20,9436132
27167597 52,1928144 20,9452551
27167598 52,1924963 20,9470147
27167599 52,1919376 20,9499142
27167600 52,1917626 20,9508295
27167601 52,1913503 20,9528673
27167602 52,1910925 20,9543296
27167603 52,1906305 20,9565681
27167604 52,1903737 20,9580499
27167605 52,1912508 20,9526614
27167606 52,1909193 20,9543345
27167607 52,1904757 20,9564765
27167608 52,1900144 20,957737
27167611 52,1898363 20,9583805
27167612 52,1902075 20,9586696
27167615 52,1894234 20,957305
27167616 52,1884356 20,9564028
27167617 52,1869871 20,9551764
27167618 52,1868849 20,9555423
27167619 52,1884026 20,9569438
27167620 52,1892977 20,9578102
27167621 52,1889744 20,9612933
27167622 52,1893674 20,9603841
27167623 52,1895313 20,9605233
27167624 52,1900209 20,9593951
27167626 52,1887751 20,9622663
27167628 52,1883515 20,9635699
27167629 52,1878341 20,9651058
27167631 52,1873007 20,9666261
27167633 52,1890004 20,9621715
27167635 52,1885152 20,9637422
27167637 52,1874868 20,9667045
27167638 52,1866859 20,969069
27167640 52,185965 20,9712506
27167642 52,1853563 20,9731579
27167643 52,1848918 20,9745948
27167645 52,1845221 20,9757938
27167646 52,1865158 20,9689533
27167648 52,1858048 20,9711722
27167649 52,1851961 20,9730664
27167651 52,1847316 20,9745426
27167653 52,1843587 20,9757183
27167657 52,1849558 20,953228
27167658 52,1838033 20,9520178
27167660 52,1829245 20,9510393
27167662 52,1819614 20,950018
27167664 52,1857504 20,9544297
27167665 52,1849318 20,9535889
27167667 52,1837144 20,9522695
27167669 52,1828093 20,9513028
27167670 52,181768 20,9501662
27167672 52,1855768 20,9552365
27167673 52,1854294 20,955863
27167675 52,1848716 20,9582491
27167676 52,184398 20,9602318
27167678 52,1837283 20,9630681
27167679 52,18352 20,964074
27167681 52,1834078 20,9647271
27167683 52,1834078 20,9652889
27167685 52,1834559 20,9659159
27167687 52,1835244 20,9672098
27167689 52,1835455 20,9677677
27167690 52,1835349 20,9681797
27167691 52,183435 20,9687977
27167692 52,1826087 20,9711666
27167693 52,1816614 20,9735184
27167694 52,1807085 20,9757788
27167695 52,1801398 20,9773203
27167697 52,1805878 20,9485417
27167700 52,179972 20,9478379
27167704 52,1782405 20,9460011
27167707 52,1774563 20,9451599
27167710 52,1805104 20,9488207
27167712 52,1798743 20,9481127
27167714 52,1792773 20,947486
27167716 52,1781773 20,9462757
27167718 52,1773878 20,9454603
27282272 52,176666 20,9442607
27282273 52,1756488 20,9431869
27282274 52,174627 20,942131
27282275 52,1736533 20,9410838
27282276 52,1727531 20,9401054
27282277 52,1770825 20,9452144
27282278 52,1765541 20,9449121
27282279 52,175891 20,9447404
27282280 52,1753751 20,9444829
27282281 52,1748698 20,944028
27282282 52,1743187 20,9431634
27282283 52,173848 20,942294
27282284 52,1733953 20,9415044
27282285 52,173117 20,9409687
27282286 52,1726794 20,9403543
27282287 52,1739262 20,9446134
27282288 52,1741104 20,944731
27282289 52,1716846 20,9389896
27282290 52,1704423 20,9376163
27282291 52,1691578 20,9362344
27282292 52,1681418 20,9351443
27282293 52,1716189 20,9392052
27282294 52,170377 20,9378597
27282295 52,1691104 20,9364747
27282296 52,1680628 20,9353332
27282297 52,1669309 20,9338311
27282298 52,1657885 20,9326038
27282299 52,164584 20,9312496
27282300 52,163809 20,930561
27282301 52,1668572 20,9340371
27282302 52,1659728 20,9331016
27282303 52,1645038 20,9314455
27282304 52,1637405 20,9307412
27282312 52,1623883 20,9289373
27282315 52,1610661 20,9275526
27282317 52,1598079 20,9262332
27282321 52,1584696 20,9248746
27282326 52,1622922 20,9291333
27282327 52,16101 20,9277224
27282331 52,1597438 20,926403
27282337 52,1584215 20,9250183
27282345 52,1568988 20,9234507
27282363 52,1556565 20,9221444
27282364 52,1544143 20,9209033
27282365 52,15318 20,9196362
27282366 52,1569709 20,9232939
27282367 52,1557127 20,9219615
27282368 52,1544463 20,9206682
27282369 52,1532681 20,9194533
27282370 52,1518536 20,9180183
27282371 52,1510795 20,9172287
27282372 52,1501526 20,916173
27282373 52,1495627 20,9154005
27282374 52,1486411 20,9142074
27282375 52,1477089 20,9129629
27282376 52,1518431 20,9182072
27282377 52,1510058 20,9173145
27282378 52,1501105 20,9163446
27282379 52,1494995 20,9155636
27282380 52,148541 20,9143534
27282381 52,1476193 20,9131346
27282382 52,1461182 20,9111433
27282383 52,1455915 20,9104309
27282384 52,143641 20,907853
27282385 52,1422152 20,9060192
27282386 52,1413321 20,9048092
27282387 52,1461815 20,9109716
27282388 52,1456337 20,9102507
27282389 52,1436954 20,9076929
27282390 52,1422732 20,9058132
27282391 52,1413988 20,9046631
27282394 52,1400555 20,9028606
27282395 52,139318 20,901865
27282397 52,1382803 20,9004917
27282398 52,1373395 20,8991451
27282399 52,1368582 20,8980172
27282400 52,1363544 20,8971246
27282401 52,1357432 20,8960273
27282402 52,139987 20,9030323
27282403 52,1392106 20,9020293
27282404 52,1381564 20,9007125
27282405 52,1378671 20,9004034
27282406 52,137529 20,9001724
27282407 52,1373266 20,8997455
27282409 52,1366671 20,8981271
27282410 52,1362199 20,8973899
27282411 52,1356315 20,896369
27282412 52,1347767 20,8943246
27282413 52,1337688 20,8925974
27282414 52,1329142 20,8911102
27282415 52,1316598 20,8889935
27282416 52,1346469 20,894617
27282417 52,1336205 20,8929097
27282418 52,1327701 20,8914266
27282419 52,1314427 20,8891817
27282420 52,1329854 20,8933657
27282421 52,1327689 20,8935486
27282422 52,1326486 20,8938621
27282423 52,1326085 20,8942932
27282424 52,132446 20,8961042
27282425 52,1323898 20,8968793
27282427 52,1306358 20,8872651
27282428 52,1294356 20,8851924
27282429 52,1281525 20,8830195
27282430 52,1266566 20,8805618
27282431 52,1304819 20,8875246
27282432 52,1292405 20,8854362
27282433 52,1280135 20,8833199
27282434 52,1265378 20,8808379
27282435 52,1250461 20,8783166
27282436 52,1237468 20,8761089
27282437 52,1224555 20,8739665
27282438 52,1213166 20,8719678
27282439 52,1251872 20,8780463
27282440 52,1238633 20,8758081
27282441 52,1226064 20,873635
27282442 52,1214547 20,8716771
27282443 52,1203053 20,8697954
27282444 52,1191751 20,8677908
27282445 52,1183266 20,866345
27282446 52,1178409 20,8655284
27282447 52,1175223 20,8649409
27282448 52,1164977 20,8624174
27282449 52,1201856 20,8700475
27282450 52,1190707 20,8680749
27282451 52,1182445 20,8666379
27282452 52,1176873 20,8656893
27282453 52,1170548 20,8643675
27282454 52,1163595 20,8625622
27282455 52,1152312 20,8596983
27282456 52,1140717 20,8568745
27282457 52,1129982 20,8542016
27282458 52,115381 20,8595193
27282459 52,1142237 20,8567032
27282460 52,1131548 20,8539721
27282461 52,11224 20,8517156
27282462 52,1111672 20,8490492
27282463 52,109939 20,846028
27282464 52,1089297 20,843633
27282465 52,1121158 20,8520069
27282466 52,1110303 20,8493128
27282467 52,1098213 20,8463766
27282468 52,1087783 20,8438162
27282469 52,107992 20,8418436
27282470 52,1068928 20,8391395
27282472 52,1081151 20,8415837
27282473 52,1070262 20,8389534
28396110 52,1924091 21,0482686
28396112 52,1942152 21,0492736
28396114 52,1954839 21,0504687
28396116 52,1967061 21,0514538
28396118 52,1972003 21,0516797
28396120 52,1976811 21,051644
28396122 52,1982475 21,0514384
28396127 52,1992485 21,0509313
28396129 52,2158184 21,0463626
