Time Name NodeBegin NodeEnd Velocity NrOfCars
120 251774709_60054506 251774709 60054506 19,55 5860
120 32601849_32601847 32601849 32601847 9,657 713
120 252338817_216205781 252338817 216205781 10,11 386
120 34461446_34461444 34461446 34461444 7,223 8480
120 254531306_254531307 254531306 254531307 7,580 2220
120 253167893_253167894 253167893 253167894 6,745 1715
120 252341855_34555652 252341855 34555652 0,995 3087
120 34554753_34554755 34554753 34554755 18,70 661
120 131642290_131642292 131642290 131642292 4,157 685
120 251907737_26485601 251907737 26485601 2,573 2557
120 32676754_32676755 32676754 32676755 13,99 750
120 55461850_26385831 55461850 26385831 22,79 755
120 27167174_34815626 27167174 34815626 21,93 1761
120 35159250_35159252 35159250 35159252 85 0
120 36662877_27166975 36662877 27166975 14,13 3874
120 32690965_32690955 32690965 32690955 15,64 8635
120 35988349_27166983 35988349 27166983 7,558 5255
120 34678020_34678019 34678020 34678019 2,407 1443
120 252338966_34813430 252338966 34813430 3,607 7415
120 251852560_34522515 251852560 34522515 1,052 2789
120 31156666_252406520 31156666 252406520 24,37 1699
120 34461526_254611758 34461526 254611758 5,972 10023
120 261212841_261212839 261212841 261212839 5,928 237
120 34555059_252341930 34555059 252341930 5,732 2671
120 216205665_252338939 216205665 252338939 21,97 15691
120 251881964_27166951 251881964 27166951 5,832 432
120 32572883_32572882 32572883 32572882 11,93 840
120 132225956_59842186 132225956 59842186 1,259 4356
120 32675474_32675472 32675474 32675472 12,45 2091
120 258495253_258499924 258495253 258499924 7,394 548
120 32320937_33199595 32320937 33199595 3,599 600
120 35980955_35966858 35980955 35966858 1,908 698
120 259412303_259412293 259412303 259412293 8,552 2056
120 32333962_32333963 32333962 32333963 5,745 2147
120 31156924_31156925 31156924 31156925 36,67 4576
120 261070705_261070706 261070705 261070706 18,59 700
120 34523712_34523711 34523712 34523711 4,906 5993
120 34533187_209094332 34533187 209094332 4,416 4739
120 32627805_38428535 32627805 38428535 8,180 859
120 31718366_31718331 31718366 31718331 1,523 2555
120 252338828_216205914 252338828 216205914 7,079 135
120 252406516_84843008 252406516 84843008 5,436 1256
120 32629251_32629265 32629251 32629265 7,442 366
120 36266781_36266773 36266781 36266773 10,43 650
120 31803703_33810540 31803703 33810540 4,052 2349
120 31156660_34678010 31156660 34678010 6,363 3137
120 34678002_97964818 34678002 97964818 1,783 3163
120 32335043_26515509 32335043 26515509 1,031 3658
120 99350016_251881722 99350016 251881722 2,910 4470
120 26118690_254513587 26118690 254513587 1,850 1751
120 32594635_32553383 32594635 32553383 8,180 1402
120 31807244_252025700 31807244 252025700 5,529 99
120 31158725_212881026 31158725 212881026 12,11 1514
120 27166924_27166922 27166924 27166922 9,258 641
120 32049282_32049280 32049282 32049280 4,106 9291
120 209167552_209167555 209167552 209167555 10,55 499
120 201867156_32601859 201867156 32601859 8,354 3537
120 254526173_254526132 254526173 254526132 10,03 917
120 59842203_59842200 59842203 59842200 11,80 7365
120 59842210_252417594 59842210 252417594 6,378 6861
120 34678024_34678023 34678024 34678023 5,354 2067
120 247810696_252907846 247810696 252907846 10,10 192
120 253181910_27282448 253181910 27282448 12,87 388
120 207561458_207561462 207561458 207561462 6,991 2303
120 35969470_35969472 35969470 35969472 0,427 1226
120 34539001_252340039 34539001 252340039 21,37 8944
120 29167829_27166897 29167829 27166897 5,947 2658
120 32021985_32021986 32021985 32021986 11,30 374
120 32892124_32628661 32892124 32628661 17,47 2536
120 27167104_27167105 27167104 27167105 12,46 955
120 254531334_254531335 254531334 254531335 9,163 23
120 32528049_32528038 32528049 32528038 70 0
120 254526110_254526091 254526110 254526091 17,93 289
120 32528082_32528068 32528082 32528068 0,982 3191
120 206358265_206358237 206358265 206358237 27,27 1509
120 31156950_31156949 31156950 31156949 16,17 2452
120 31158851_34819772 31158851 34819772 0,357 621
120 257441139_32676762 257441139 32676762 10,20 1442
120 32320949_32627809 32320949 32627809 4,063 11
120 32320963_32320965 32320963 32320965 12,34 2219
120 32912934_32598967 32912934 32598967 1,453 2485
120 32334001_32333999 32334001 32333999 19,95 3260
120 35975940_252343345 35975940 252343345 16,80 4519
120 34522494_34522484 34522494 34522484 9,812 4491
120 32333989_41060238 32333989 41060238 11,85 3013
120 52808302_52808298 52808302 52808298 10,19 859
120 Wawelska 30901479 32329842 2,996 1032
120 Wawelska 32329842 32329843 5,184 1043
120 Wawelska 32329843 54094101 4,417 1032
120 Wawelska 54094101 32329844 2,847 997
120 Wawelska 32329844 32329845 3,827 999
120 Wawelska 32329845 32329846 6,315 1000
120 Wawelska 32329846 32329847 1,595 1028
120 Wawelska 32329847 32329848 0,901 1050
120 Wawelska 32329848 32329849 0,604 1067
120 Wawelska 32329849 32329852 0,429 1050
120 Wawelska 32329852 32329851 0,359 1006
180 31156945_31156947 31156945 31156947 25,84 1536
180 27167600_27167599 27167600 27167599 6,407 3943
180 36663554_36663553 36663554 36663553 7,717 257
180 34555050_252408161 34555050 252408161 4,950 2600
180 34816514_34816516 34816514 34816516 32,89 1915
180 31930544_31930533 31930544 31930533 17,55 665
180 36307573_36307574 36307573 36307574 5,282 927
180 31153918_252343340 31153918 252343340 13,36 283
180 32528050_32528037 32528050 32528037 11,01 14
180 32675842_32675840 32675842 32675840 10,23 2171
180 28396135_32529959 28396135 32529959 14,49 855
180 32333980_32215286 32333980 32215286 25,53 6462
180 34696733_34696730 34696733 34696730 15,10 1797
180 132460751_27282383 132460751 27282383 2,024 9397
180 251774709_60054506 251774709 60054506 19,56 5878
180 32601849_32601847 32601849 32601847 9,645 728
180 252338817_216205781 252338817 216205781 10,11 389
180 34461446_34461444 34461446 34461444 7,210 8657
180 254531306_254531307 254531306 254531307 7,574 2255
180 253167893_253167894 253167893 253167894 6,739 1739
180 252341855_34555652 252341855 34555652 0,998 3145
180 34554753_34554755 34554753 34554755 18,70 668
180 131642290_131642292 131642290 131642292 4,157 685
180 251907737_26485601 251907737 26485601 2,587 2580
180 32676754_32676755 32676754 32676755 13,99 774
180 55461850_26385831 55461850 26385831 22,79 765
180 27167174_34815626 27167174 34815626 21,92 1795
180 35159250_35159252 35159250 35159252 85 0
180 36662877_27166975 36662877 27166975 14,14 3889
180 32690965_32690955 32690965 32690955 15,63 8804
180 35988349_27166983 35988349 27166983 7,527 5323
180 34678020_34678019 34678020 34678019 2,406 1461
180 252338966_34813430 252338966 34813430 3,548 7474
180 251852560_34522515 251852560 34522515 1,018 2819
180 31156666_252406520 31156666 252406520 24,35 1729
180 34461526_254611758 34461526 254611758 5,989 10132
180 261212841_261212839 261212841 261212839 5,928 237
180 34555059_252341930 34555059 252341930 5,721 2723
180 216205665_252338939 216205665 252338939 21,98 15816
180 251881964_27166951 251881964 27166951 5,832 432
180 32572883_32572882 32572883 32572882 11,93 843
180 132225956_59842186 132225956 59842186 1,248 4417
180 32675474_32675472 32675474 32675472 12,46 2093
180 258495253_258499924 258495253 258499924 7,401 556
180 32320937_33199595 32320937 33199595 3,651 618
180 35980955_35966858 35980955 35966858 1,911 700
180 259412303_259412293 259412303 259412293 8,551 2063
180 32333962_32333963 32333962 32333963 5,738 2182
180 31156924_31156925 31156924 31156925 36,68 4623
180 261070705_261070706 261070705 261070706 18,59 703
180 34523712_34523711 34523712 34523711 4,853 6051
180 34533187_209094332 34533187 209094332 4,333 4783
180 32627805_38428535 32627805 38428535 8,174 868
180 31718366_31718331 31718366 31718331 1,506 2591
180 252338828_216205914 252338828 216205914 7,079 136
180 252406516_84843008 252406516 84843008 5,296 1261
180 32629251_32629265 32629251 32629265 7,403 386
180 36266781_36266773 36266781 36266773 10,42 662
180 31803703_33810540 31803703 33810540 3,939 2370
180 31156660_34678010 31156660 34678010 6,356 3200
180 34678002_97964818 34678002 97964818 1,794 3213
180 32335043_26515509 32335043 26515509 0,998 3700
180 99350016_251881722 99350016 251881722 2,930 4545
180 26118690_254513587 26118690 254513587 1,851 1753
180 32594635_32553383 32594635 32553383 8,172 1418
180 31807244_252025700 31807244 252025700 5,529 99
180 31158725_212881026 31158725 212881026 12,10 1538
180 27166924_27166922 27166924 27166922 9,258 641
180 32049282_32049280 32049282 32049280 4,119 9479
180 209167552_209167555 209167552 209167555 10,55 504
180 201867156_32601859 201867156 32601859 8,348 3572
180 254526173_254526132 254526173 254526132 10,03 919
180 59842203_59842200 59842203 59842200 11,80 7474
180 59842210_252417594 59842210 252417594 6,369 6969
180 34678024_34678023 34678024 34678023 5,345 2103
180 247810696_252907846 247810696 252907846 10,09 195
180 253181910_27282448 253181910 27282448 12,86 391
180 207561458_207561462 207561458 207561462 6,992 2314
180 35969470_35969472 35969470 35969472 0,416 1233
180 34539001_252340039 34539001 252340039 21,39 9150
180 29167829_27166897 29167829 27166897 5,940 2711
180 32021985_32021986 32021985 32021986 11,30 374
180 32892124_32628661 32892124 32628661 17,47 2548
180 27167104_27167105 27167104 27167105 12,46 974
180 254531334_254531335 254531334 254531335 9,163 23
180 32528049_32528038 32528049 32528038 70 0
180 254526110_254526091 254526110 254526091 17,92 290
180 32528082_32528068 32528082 32528068 0,991 3252
180 206358265_206358237 206358265 206358237 27,29 1520
180 31156950_31156949 31156950 31156949 16,21 2468
180 31158851_34819772 31158851 34819772 0,366 627
180 257441139_32676762 257441139 32676762 10,19 1464
180 32320949_32627809 32320949 32627809 4,063 11
180 32320963_32320965 32320963 32320965 12,34 2235
180 32912934_32598967 32912934 32598967 1,434 2504
180 32334001_32333999 32334001 32333999 19,94 3289
180 35975940_252343345 35975940 252343345 16,80 4562
180 34522494_34522484 34522494 34522484 9,808 4526
180 32333989_41060238 32333989 41060238 11,83 3092
180 52808302_52808298 52808302 52808298 10,18 863
180 Wawelska 30901479 32329842 2,983 1078
180 Wawelska 32329842 32329843 5,160 1089
180 Wawelska 32329843 54094101 4,464 1078
180 Wawelska 54094101 32329844 2,831 1043
180 Wawelska 32329844 32329845 3,807 1045
180 Wawelska 32329845 32329846 6,221 1046
180 Wawelska 32329846 32329847 1,515 1072
180 Wawelska 32329847 32329848 0,862 1080
180 Wawelska 32329848 32329849 0,594 1085
180 Wawelska 32329849 32329852 0,419 1064
180 Wawelska 32329852 32329851 0,350 1012
240 31156945_31156947 31156945 31156947 25,82 1575
240 27167600_27167599 27167600 27167599 6,404 3989
240 36663554_36663553 36663554 36663553 7,727 259
240 34555050_252408161 34555050 252408161 4,947 2639
240 34816514_34816516 34816514 34816516 32,88 1946
240 31930544_31930533 31930544 31930533 17,55 665
240 36307573_36307574 36307573 36307574 5,278 939
240 31153918_252343340 31153918 252343340 13,35 291
240 32528050_32528037 32528050 32528037 11,01 14
240 32675842_32675840 32675842 32675840 10,23 2234
240 28396135_32529959 28396135 32529959 14,48 868
240 32333980_32215286 32333980 32215286 25,53 6558
240 34696733_34696730 34696733 34696730 15,08 1834
240 132460751_27282383 132460751 27282383 2,008 9566
240 251774709_60054506 251774709 60054506 19,58 5889
240 32601849_32601847 32601849 32601847 9,639 736
240 252338817_216205781 252338817 216205781 10,11 389
240 34461446_34461444 34461446 34461444 7,206 8742
240 254531306_254531307 254531306 254531307 7,569 2293
240 253167893_253167894 253167893 253167894 6,733 1763
240 252341855_34555652 252341855 34555652 0,953 3177
240 34554753_34554755 34554753 34554755 18,70 679
240 131642290_131642292 131642290 131642292 4,157 685
240 251907737_26485601 251907737 26485601 2,602 2603
240 32676754_32676755 32676754 32676755 13,98 784
240 55461850_26385831 55461850 26385831 22,81 772
240 27167174_34815626 27167174 34815626 21,90 1796
240 35159250_35159252 35159250 35159252 85 0
240 36662877_27166975 36662877 27166975 14,18 3986
240 32690965_32690955 32690965 32690955 15,62 8877
240 35988349_27166983 35988349 27166983 7,542 5380
240 34678020_34678019 34678020 34678019 2,415 1487
240 252338966_34813430 252338966 34813430 3,550 7494
240 251852560_34522515 251852560 34522515 1,047 2868
240 31156666_252406520 31156666 252406520 24,33 1757
240 34461526_254611758 34461526 254611758 6,005 10227
240 261212841_261212839 261212841 261212839 5,928 237
240 34555059_252341930 34555059 252341930 5,715 2759
240 216205665_252338939 216205665 252338939 21,99 15947
240 251881964_27166951 251881964 27166951 5,828 434
240 32572883_32572882 32572883 32572882 11,91 858
240 132225956_59842186 132225956 59842186 1,260 4493
240 32675474_32675472 32675474 32675472 12,46 2095
240 258495253_258499924 258495253 258499924 7,391 566
240 32320937_33199595 32320937 33199595 3,651 618
240 35980955_35966858 35980955 35966858 1,915 702
240 259412303_259412293 259412303 259412293 8,546 2111
240 32333962_32333963 32333962 32333963 5,735 2224
240 31156924_31156925 31156924 31156925 36,68 4695
240 261070705_261070706 261070705 261070706 18,59 705
240 34523712_34523711 34523712 34523711 4,872 6099
240 34533187_209094332 34533187 209094332 4,364 4856
240 32627805_38428535 32627805 38428535 8,165 880
240 31718366_31718331 31718366 31718331 1,501 2624
240 252338828_216205914 252338828 216205914 7,079 136
240 252406516_84843008 252406516 84843008 5,311 1279
240 32629251_32629265 32629251 32629265 7,403 386
240 36266781_36266773 36266781 36266773 10,42 675
240 31803703_33810540 31803703 33810540 3,964 2393
240 31156660_34678010 31156660 34678010 6,350 3243
240 34678002_97964818 34678002 97964818 1,785 3234
240 32335043_26515509 32335043 26515509 1,028 3762
240 99350016_251881722 99350016 251881722 2,934 4558
240 26118690_254513587 26118690 254513587 1,872 1785
240 32594635_32553383 32594635 32553383 8,162 1442
240 31807244_252025700 31807244 252025700 5,526 100
240 31158725_212881026 31158725 212881026 12,09 1562
240 27166924_27166922 27166924 27166922 9,204 664
240 32049282_32049280 32049282 32049280 4,022 9588
240 209167552_209167555 209167552 209167555 10,55 511
240 201867156_32601859 201867156 32601859 8,340 3672
240 254526173_254526132 254526173 254526132 10,04 922
240 59842203_59842200 59842203 59842200 11,80 7555
240 59842210_252417594 59842210 252417594 6,363 7039
240 34678024_34678023 34678024 34678023 5,340 2125
240 247810696_252907846 247810696 252907846 10,07 198
240 253181910_27282448 253181910 27282448 12,86 406
240 207561458_207561462 207561458 207561462 6,986 2337
240 35969470_35969472 35969470 35969472 0,402 1241
240 34539001_252340039 34539001 252340039 21,37 9255
240 29167829_27166897 29167829 27166897 5,935 2731
240 32021985_32021986 32021985 32021986 11,30 376
240 32892124_32628661 32892124 32628661 17,45 2616
240 27167104_27167105 27167104 27167105 12,43 987
240 254531334_254531335 254531334 254531335 9,125 24
240 32528049_32528038 32528049 32528038 70 0
240 254526110_254526091 254526110 254526091 17,93 292
240 32528082_32528068 32528082 32528068 0,987 3276
240 206358265_206358237 206358265 206358237 27,27 1538
240 31156950_31156949 31156950 31156949 16,24 2484
240 31158851_34819772 31158851 34819772 0,352 639
240 257441139_32676762 257441139 32676762 10,18 1491
240 32320949_32627809 32320949 32627809 4,063 11
240 32320963_32320965 32320963 32320965 12,34 2266
240 32912934_32598967 32912934 32598967 1,448 2550
240 32334001_32333999 32334001 32333999 19,93 3361
240 35975940_252343345 35975940 252343345 16,79 4624
240 34522494_34522484 34522494 34522484 9,798 4620
240 32333989_41060238 32333989 41060238 11,81 3121
240 52808302_52808298 52808302 52808298 10,18 866
240 Wawelska 30901479 32329842 2,983 1079
240 Wawelska 32329842 32329843 5,159 1090
240 Wawelska 32329843 54094101 4,433 1079
240 Wawelska 54094101 32329844 2,831 1043
240 Wawelska 32329844 32329845 3,807 1045
240 Wawelska 32329845 32329846 6,049 1046
240 Wawelska 32329846 32329847 1,507 1074
240 Wawelska 32329847 32329848 0,878 1096
240 Wawelska 32329848 32329849 0,600 1113
240 Wawelska 32329849 32329852 0,431 1096
240 Wawelska 32329852 32329851 0,362 1052
300 31156945_31156947 31156945 31156947 25,81 1594
300 27167600_27167599 27167600 27167599 6,395 4071
300 36663554_36663553 36663554 36663553 7,702 262
300 34555050_252408161 34555050 252408161 4,942 2669
300 34816514_34816516 34816514 34816516 32,88 1973
300 31930544_31930533 31930544 31930533 17,53 677
300 36307573_36307574 36307573 36307574 5,276 943
300 31153918_252343340 31153918 252343340 13,33 299
300 32528050_32528037 32528050 32528037 11,01 14
300 32675842_32675840 32675842 32675840 10,22 2263
300 28396135_32529959 28396135 32529959 14,46 873
300 32333980_32215286 32333980 32215286 25,52 6608
300 34696733_34696730 34696733 34696730 15,07 1838
300 132460751_27282383 132460751 27282383 1,995 9590
300 251774709_60054506 251774709 60054506 19,59 5902
300 32601849_32601847 32601849 32601847 9,636 741
300 252338817_216205781 252338817 216205781 10,11 390
300 34461446_34461444 34461446 34461444 7,200 8849
300 254531306_254531307 254531306 254531307 7,562 2330
300 253167893_253167894 253167893 253167894 6,728 1791
300 252341855_34555652 252341855 34555652 0,979 3235
300 34554753_34554755 34554753 34554755 18,70 683
300 131642290_131642292 131642290 131642292 4,157 685
300 251907737_26485601 251907737 26485601 2,622 2636
300 32676754_32676755 32676754 32676755 13,97 812
300 55461850_26385831 55461850 26385831 22,84 782
300 27167174_34815626 27167174 34815626 21,89 1822
300 35159250_35159252 35159250 35159252 85 0
300 36662877_27166975 36662877 27166975 14,19 3996
300 32690965_32690955 32690965 32690955 15,61 8917
300 35988349_27166983 35988349 27166983 7,494 5506
300 34678020_34678019 34678020 34678019 2,402 1508
300 252338966_34813430 252338966 34813430 3,567 7535
300 251852560_34522515 251852560 34522515 1,021 2895
300 31156666_252406520 31156666 252406520 24,33 1772
300 34461526_254611758 34461526 254611758 6,019 10322
300 261212841_261212839 261212841 261212839 5,928 237
300 34555059_252341930 34555059 252341930 5,704 2827
300 216205665_252338939 216205665 252338939 21,99 16064
300 251881964_27166951 251881964 27166951 5,822 437
300 32572883_32572882 32572883 32572882 11,90 863
300 132225956_59842186 132225956 59842186 1,266 4518
300 32675474_32675472 32675474 32675472 12,46 2097
300 258495253_258499924 258495253 258499924 7,390 573
300 32320937_33199595 32320937 33199595 3,693 633
300 35980955_35966858 35980955 35966858 1,924 707
300 259412303_259412293 259412303 259412293 8,543 2133
300 32333962_32333963 32333962 32333963 5,725 2274
300 31156924_31156925 31156924 31156925 36,71 4742
300 261070705_261070706 261070705 261070706 18,59 706
300 34523712_34523711 34523712 34523711 4,895 6155
300 34533187_209094332 34533187 209094332 4,229 4932
300 32627805_38428535 32627805 38428535 8,156 892
300 31718366_31718331 31718366 31718331 1,491 2649
300 252338828_216205914 252338828 216205914 7,079 136
300 252406516_84843008 252406516 84843008 5,318 1286
300 32629251_32629265 32629251 32629265 7,391 393
300 36266781_36266773 36266781 36266773 10,40 687
300 31803703_33810540 31803703 33810540 3,997 2429
300 31156660_34678010 31156660 34678010 6,346 3281
300 34678002_97964818 34678002 97964818 1,801 3292
300 32335043_26515509 32335043 26515509 1,003 3793
300 99350016_251881722 99350016 251881722 2,873 4621
300 26118690_254513587 26118690 254513587 1,881 1799
300 32594635_32553383 32594635 32553383 8,155 1464
300 31807244_252025700 31807244 252025700 5,526 100
300 31158725_212881026 31158725 212881026 12,08 1582
300 27166924_27166922 27166924 27166922 9,163 684
300 32049282_32049280 32049282 32049280 3,799 9684
300 209167552_209167555 209167552 209167555 10,54 519
300 201867156_32601859 201867156 32601859 8,337 3708
300 254526173_254526132 254526173 254526132 10,03 926
300 59842203_59842200 59842203 59842200 11,80 7581
300 59842210_252417594 59842210 252417594 6,360 7070
300 34678024_34678023 34678024 34678023 5,335 2153
300 247810696_252907846 247810696 252907846 10,06 199
300 253181910_27282448 253181910 27282448 12,84 409
300 207561458_207561462 207561458 207561462 6,985 2367
300 35969470_35969472 35969470 35969472 0,399 1250
300 34539001_252340039 34539001 252340039 21,36 9356
300 29167829_27166897 29167829 27166897 5,925 2806
300 32021985_32021986 32021985 32021986 11,30 378
300 32892124_32628661 32892124 32628661 17,44 2629
300 27167104_27167105 27167104 27167105 12,43 1012
300 254531334_254531335 254531334 254531335 9,125 24
300 32528049_32528038 32528049 32528038 70 0
300 254526110_254526091 254526110 254526091 17,89 295
300 32528082_32528068 32528082 32528068 0,989 3334
300 206358265_206358237 206358265 206358237 27,25 1557
300 31156950_31156949 31156950 31156949 16,28 2502
300 31158851_34819772 31158851 34819772 0,366 652
300 257441139_32676762 257441139 32676762 10,17 1504
300 32320949_32627809 32320949 32627809 4,063 11
300 32320963_32320965 32320963 32320965 12,34 2281
300 32912934_32598967 32912934 32598967 1,440 2566
300 32334001_32333999 32334001 32333999 19,92 3399
300 35975940_252343345 35975940 252343345 16,79 4665
300 34522494_34522484 34522494 34522484 9,795 4675
300 32333989_41060238 32333989 41060238 11,79 3183
300 52808302_52808298 52808302 52808298 10,18 870
300 Wawelska 30901479 32329842 2,979 1102
300 Wawelska 32329842 32329843 5,149 1112
300 Wawelska 32329843 54094101 4,440 1101
300 Wawelska 54094101 32329844 2,824 1065
300 Wawelska 32329844 32329845 3,798 1067
300 Wawelska 32329845 32329846 6,040 1068
300 Wawelska 32329846 32329847 1,529 1096
300 Wawelska 32329847 32329848 0,885 1119
300 Wawelska 32329848 32329849 0,591 1131
300 Wawelska 32329849 32329852 0,420 1110
300 Wawelska 32329852 32329851 0,353 1058
360 31156945_31156947 31156945 31156947 25,80 1629
360 27167600_27167599 27167600 27167599 6,391 4127
360 36663554_36663553 36663554 36663553 7,696 264
360 34555050_252408161 34555050 252408161 4,938 2703
360 34816514_34816516 34816514 34816516 32,87 2003
360 31930544_31930533 31930544 31930533 17,53 677
360 36307573_36307574 36307573 36307574 5,275 945
360 31153918_252343340 31153918 252343340 13,33 299
360 32528050_32528037 32528050 32528037 11,01 14
360 32675842_32675840 32675842 32675840 10,21 2318
360 28396135_32529959 28396135 32529959 14,46 880
360 32333980_32215286 32333980 32215286 25,52 6645
360 34696733_34696730 34696733 34696730 15,04 1886
360 132460751_27282383 132460751 27282383 2,014 9736
360 251774709_60054506 251774709 60054506 19,60 5914
360 32601849_32601847 32601849 32601847 9,633 745
