Time Name NodeBegin NodeEnd Velocity NrOfCars
360 252338817_216205781 252338817 216205781 10,10 416
360 34461446_34461444 34461446 34461444 7,199 8879
360 254531306_254531307 254531306 254531307 7,558 2365
360 253167893_253167894 253167893 253167894 6,723 1821
360 252341855_34555652 252341855 34555652 0,938 3267
360 34554753_34554755 34554753 34554755 18,70 691
360 131642290_131642292 131642290 131642292 4,157 685
360 251907737_26485601 251907737 26485601 2,641 2665
360 32676754_32676755 32676754 32676755 13,97 814
360 55461850_26385831 55461850 26385831 22,86 790
360 27167174_34815626 27167174 34815626 21,88 1822
360 35159250_35159252 35159250 35159252 85 0
360 36662877_27166975 36662877 27166975 14,19 4007
360 32690965_32690955 32690965 32690955 15,61 8959
360 35988349_27166983 35988349 27166983 7,451 5567
360 34678020_34678019 34678020 34678019 2,394 1523
360 252338966_34813430 252338966 34813430 3,582 7573
360 251852560_34522515 251852560 34522515 1,045 2942
360 31156666_252406520 31156666 252406520 24,31 1792
360 34461526_254611758 34461526 254611758 6,029 10380
360 261212841_261212839 261212841 261212839 5,928 237
360 34555059_252341930 34555059 252341930 5,699 2867
360 216205665_252338939 216205665 252338939 22,02 16156
360 251881964_27166951 251881964 27166951 5,820 438
360 32572883_32572882 32572883 32572882 11,90 872
360 132225956_59842186 132225956 59842186 1,273 4545
360 32675474_32675472 32675474 32675472 12,47 2100
360 258495253_258499924 258495253 258499924 7,388 581
360 32320937_33199595 32320937 33199595 3,695 634
360 35980955_35966858 35980955 35966858 1,929 710
360 259412303_259412293 259412303 259412293 8,542 2140
360 32333962_32333963 32333962 32333963 5,721 2316
360 31156924_31156925 31156924 31156925 36,71 4786
360 261070705_261070706 261070705 261070706 18,58 709
360 34523712_34523711 34523712 34523711 4,912 6195
360 34533187_209094332 34533187 209094332 4,241 4960
360 32627805_38428535 32627805 38428535 8,146 906
360 31718366_31718331 31718366 31718331 1,481 2660
360 252338828_216205914 252338828 216205914 7,080 141
360 252406516_84843008 252406516 84843008 5,336 1309
360 32629251_32629265 32629251 32629265 7,391 393
360 36266781_36266773 36266781 36266773 10,40 701
360 31803703_33810540 31803703 33810540 3,980 2479
360 31156660_34678010 31156660 34678010 6,344 3297
360 34678002_97964818 34678002 97964818 1,798 3304
360 32335043_26515509 32335043 26515509 1,022 3831
360 99350016_251881722 99350016 251881722 2,848 4655
360 26118690_254513587 26118690 254513587 1,898 1823
360 32594635_32553383 32594635 32553383 8,153 1470
360 31807244_252025700 31807244 252025700 5,526 100
360 31158725_212881026 31158725 212881026 12,07 1602
360 27166924_27166922 27166924 27166922 9,156 687
360 32049282_32049280 32049282 32049280 3,646 9696
360 209167552_209167555 209167552 209167555 10,54 524
360 201867156_32601859 201867156 32601859 8,335 3742
360 254526173_254526132 254526173 254526132 10,03 928
360 59842203_59842200 59842203 59842200 11,80 7605
360 59842210_252417594 59842210 252417594 6,359 7087
360 34678024_34678023 34678024 34678023 5,329 2175
360 247810696_252907846 247810696 252907846 10,06 200
360 253181910_27282448 253181910 27282448 12,83 419
360 207561458_207561462 207561458 207561462 6,977 2401
360 35969470_35969472 35969470 35969472 0,377 1252
360 34539001_252340039 34539001 252340039 21,36 9436
360 29167829_27166897 29167829 27166897 5,920 2833
360 32021985_32021986 32021985 32021986 11,29 381
360 32892124_32628661 32892124 32628661 17,42 2701
360 27167104_27167105 27167104 27167105 12,41 1022
360 254531334_254531335 254531334 254531335 9,125 24
360 32528049_32528038 32528049 32528038 70 0
360 254526110_254526091 254526110 254526091 17,85 296
360 32528082_32528068 32528082 32528068 0,989 3356
360 206358265_206358237 206358265 206358237 27,23 1586
360 31156950_31156949 31156950 31156949 16,31 2519
360 31158851_34819772 31158851 34819772 0,362 662
360 257441139_32676762 257441139 32676762 10,17 1506
360 32320949_32627809 32320949 32627809 4,063 11
360 32320963_32320965 32320963 32320965 12,33 2301
360 32912934_32598967 32912934 32598967 1,460 2623
360 32334001_32333999 32334001 32333999 19,91 3455
360 35975940_252343345 35975940 252343345 16,78 4722
360 34522494_34522484 34522494 34522484 9,795 4706
360 32333989_41060238 32333989 41060238 11,79 3189
360 52808302_52808298 52808302 52808298 10,19 872
360 Wawelska 30901479 32329842 2,979 1104
360 Wawelska 32329842 32329843 5,148 1114
360 Wawelska 32329843 54094101 4,363 1103
360 Wawelska 54094101 32329844 2,824 1065
360 Wawelska 32329844 32329845 3,798 1067
360 Wawelska 32329845 32329846 6,040 1068
360 Wawelska 32329846 32329847 1,529 1096
360 Wawelska 32329847 32329848 0,877 1119
360 Wawelska 32329848 32329849 0,591 1136
360 Wawelska 32329849 32329852 0,427 1119
360 Wawelska 32329852 32329851 0,360 1075
